1,International Genomics Consortium
10,MD Anderson Cancer Center
11,MD Anderson Cancer Center
12,Duke
13,Memorial Sloan Kettering
14,Emory University
15,Mayo Clinic - Rochester
16,Toronto Western Hospital
17,Washington University
18,Princess Margaret Hospital (Canada)
19,Case Western
1Z,Johns Hopkins
2,MD Anderson Cancer Center
20,Fox Chase Cancer Center
21,Fox Chase Cancer Center
22,Mayo Clinic - Rochester
23,Cedars Sinai
24,Washington University
25,Mayo Clinic - Rochester
26,University of Florida
27,Milan - Italy, Fondazione IRCCS Instituto Neuroligico C. Besta
28,Cedars Sinai
29,Duke
2A,Memorial Sloan Kettering Cancer Center
2E,University of Kansas Medical Center
2F,Erasmus MC
2G,Erasmus MC
2H,Erasmus MC
2J,Mayo Clinic
2K,Greenville Health System
2L,Technical University of Munich
2M,Technical University of Munich
2N,Technical University of Munich
2P,University of California San Diego
2V,University of California San Diego
2W,University of New Mexico
2X,ABS IUPUI
2Y,Moffitt Cancer Center
2Z,Moffitt Cancer Center
30,Harvard
31,Imperial College
32,St. Joseph's Hospital (AZ)
33,Johns Hopkins
34,University of Pittsburgh
35,Cureline
36,BC Cancer Agency
37,Cureline
38,UNC
39,MSKCC
3A,Moffitt Cancer Center
3B,Moffitt Cancer Center
3C,Columbia University
3E,Columbia University
3G,MD Anderson Cancer Center
3H,MD Anderson Cancer Center
3J,Carle Cancer Center
3K,Boston Medical Center
3L,Albert Einstein Medical Center
3M,University of Kansas Medical Center
3N,Greenville Health System
3P,Greenville Health System
3Q,Greenville Health Systems
3R,University of New Mexico
3S,University of New Mexico
3T,Emory University
3U,University of Chicago
3W,University of California San Diego
3X,Alberta Health Services
3Z,Mary Bird Perkins Cancer Center - Our Lady of the Lake
4,Gynecologic Oncology Group
41,Christiana Healthcare
42,Christiana Healthcare
43,Christiana Healthcare
44,Christiana Healthcare
46,St. Joseph's Medical Center (MD)
49,Johns Hopkins
4A,Mary Bird Perkins Cancer Center - Our Lady of the Lake
4B,Mary Bird Perkins Cancer Center - Our Lady of the Lake
4C,Mary Bird Perkins Cancer Center - Our Lady of the Lake
4D,Molecular Response
4E,Molecular Response
4G,Sapienza University of Rome
4H,Proteogenex, Inc.
4J,Proteogenex, Inc.
4K,Proteogenex, Inc.
4L,Proteogenex, Inc.
4N,Mary Bird Perkins Cancer Center - Our Lady of the Lake
4P,Duke University
4Q,Duke University
4R,Duke University
4S,Duke University
4T,Duke University
4V,Hospital Louis Pradel
4W,University of Miami
4X,Yale University
4Y,Medical College of Wisconsin
4Z,Barretos Cancer Hospital
5,Indivumed
50,University of Pittsburgh
51,UNC
52,University of Miami
53,University of Miami
55,International Genomics Consortium
56,International Genomics Consortium
57,International Genomics Consortium
58,Thoraxklinik at University Hospital Heidelberg
59,Roswell Park
5A,Wake Forest University
5B,Medical College of Wisconsin
5C,Cureline
5D,University of Miami
5F,Duke University
5G,Cleveland Clinic Foundation
5H,Retina Consultants Houston
5J,Cureline
5K,St. Joseph's Hospital AZ
5L,University of Sao Paulo
5M,University of Sao Paulo
5N,University Hospital Erlangen
5P,University Hospital Erlangen
5Q,Proteogenex, Inc
5R,Proteogenex, Inc
5S,Holy Cross
5T,Holy Cross
5U,Regina Elena National Cancer Institute
5V,Roswell Park
5W,University of Alabama
5X,University of Alabama
6,Henry Ford Hospital
60,Roswell Park
61,University of Pittsburgh
62,Thoraxklinik at University Hospital Heidelberg
63,Ontario Institute for Cancer Research
64,Fox Chase
65,Roswell Park
66,Indivumed
67,St Joseph's Medical Center (MD)
68,Washington University - Cleveland Clinic
69,Washington University - Cleveland Clinic
6A,University of Kansas
6D,University of Oklahoma HSC
6G,University of Sao Paulo
6H,Test For lcml
7,TGen
70,ILSBio
71,ILSBio
72,NCH
73,Roswell Park
74,Swedish Neurosciences
75,Ontario Institute for Cancer Research (OICR)
76,Thomas Jefferson University
77,Prince Charles Hospital
78,Prince Charles Hospital
79,Ontario Institute for Cancer Research (OICR)/Ottawa
8,UCSF
80,Ontario Institute for Cancer Research (OICR)/Ottawa
81,CHI-Penrose Colorado
82,CHI-Penrose Colorado
83,CHI-Penrose Colorado
85,Asterand
86,Asterand
87,International Genomics Consortium
9,UCSF
90,ABS - IUPUI
91,ABS - IUPUI
92,Washington University - St. Louis
93,Washington University - St. Louis
94,Washington University - Emory
95,Washington University - Emory
96,Washington University - NYU
97,Washington University - NYU
98,Washington University - Alabama
99,Washington University - Alabama
A1,UCSF
A2,Walter Reed
A3,International Genomics Consortium
A4,International Genomics Consortium
A5,Cedars Sinai
A6,Christiana Healthcare
A7,Christiana Healthcare
A8,Indivumed
AA,Indivumed
AB,Washington University
AC,International Genomics Consortium
AD,International Genomics Consortium
AF,Christiana Healthcare
AG,Indivumed
AH,International Genomics Consortium
AJ,International Genomics Conosrtium
AK,Fox Chase
AL,Fox Chase
AM,Cureline
AN,Cureline
AO,MSKCC
AP,MSKCC
AQ,UNC
AR,Mayo
AS,St. Joseph's Medical Center-(MD)
AT,St. Joseph's Medical Center-(MD)
AU,St. Joseph's Medical Center-(MD)
AV,NCH
AW,Cureline
AX,Gynecologic Oncology Group
AY,UNC
AZ,University of Pittsburgh
B0,University of Pittsburgh
B1,University of Pittsburgh
B2,Christiana Healthcare
B3,Christiana Healthcare
B4,Cureline
B5,Duke
B6,Duke
B7,Cureline
B8,UNC
B9,UNC
BA,UNC
BB,Johns Hopkins
BC,UNC
BD,University of Pittsburgh
BF,Cureline
BG,University of Pittsburgh
BH,University of Pittsburgh
BI,University of Pittsburgh
BJ,University of Pittsburgh
BK,Christiana Healthcare
BL,Christiana Healthcare
BM,UNC
BP,MSKCC
BQ,MSKCC
BR,Asterand
BS,University of Hawaii
BT,University of Pittsburgh
BW,St. Joseph's Medical Center-(MD)
C4,Indivumed
C5,Medical College of Wisconsin
C8,ILSBio
C9,ILSBio
CA,ILSBio
CB,ILSBio
CC,ILSBio
CD,ILSBio
CE,ILSBio
CF,ILSBio
CG,Indivumed
CH,Indivumed
CI,University of Pittsburgh
CJ,MD Anderson Cancer Center
CK,Harvard
CL,Harvard
CM,MSKCC
CN,University of Pittsburgh
CQ,University Health Network, Toronto
CR,Vanderbilt University
CS,Thomas Jefferson University
CU,UNC
CV,MD Anderson Cancer Center
CW,Mayo Clinic - Rochester
CX,Medical College of Georgia
CZ,Harvard
D1,Mayo Clinic
D3,MD Anderson
D5,Greater Poland Cancer Center
D6,Greater Poland Cancer Center
D7,Greater Poland Cancer Center
D8,Greater Poland Cancer Center
D9,Greater Poland Cancer Center
DA,Yale
DB,Mayo Clinic - Rochester
DC,MSKCC
DD,Mayo Clinic - Rochester
DE,University of North Carolina
DF,Ontario Institute for Cancer Research
DG,Ontario Institute for Cancer Research
DH,University of Florida
DI,MD Anderson
DJ,Memorial Sloan Kettering
DK,Memorial Sloan Kettering
DM,University Of Michigan
DO,Medical College of Georgia
DQ,University Of Michigan
DR,University of Hawaii
DS,Cedars Sinai
DT,ILSBio
DU,Henry Ford Hospital
DV,NCI Urologic Oncology Branch
DW,NCI Urologic Oncology Branch
DX,Memorial Sloan Kettering
DY,University Of Michigan
DZ,Mayo Clinic - Rochester
E1,Duke
E2,Roswell Park
E3,Roswell Park
E5,Roswell Park
E6,Roswell Park
E7,Asterand
E8,Asterand
E9,Asterand
EA,Asterand
EB,Asterand
EC,Asterand
ED,Asterand
EE,University of Sydney
EF,Cureline
EI,Greater Poland Cancer Center
EJ,University of Pittsburgh
EK,Gynecologic Oncology Group
EL,MD Anderson
EM,University Health Network
EO,University Health Network
EP,Christiana Healthcare
EQ,Christiana Healthcare
ER,University of Pittsburgh
ES,University of Florida
ET,Johns Hopkins
EU,CHI-Penrose Colorado
EV,CHI-Penrose Colorado
EW,University of Miami
EX,University of North Carolina
EY,University of North Carolina
EZ,UNC
F1,UNC
F2,UNC
F4,Asterand
F5,Asterand
F6,Asterand
F7,Asterand
F9,Asterand
FA,Asterand
FB,Asterand
FC,Asterand
FD,BLN - University Of Chicago
FE,Ohio State University
FF,SingHealth
FG,Case Western
FH,CHI-Penrose Colorado
FI,Washington University
FJ,BLN - Baylor
FK,Johns Hopkins
FL,University of Hawaii - Normal Study
FM,International Genomics Consortium
FN,International Genomics Consortium
FP,International Genomics Consortium
FQ,Johns Hopkins
FR,University of North Carolina
FS,Essen
FT,BLN - University of Miami
FU,International Genomics Consortium
FV,International Genomics Consortium
FW,International Genomics Consortium
FX,International Genomics Consortium
FY,International Genomics Consortium
FZ,University of Pittsburgh
G2,MD Anderson
G3,Alberta Health Services
G4,Roswell Park
G5,Roswell Park
G6,Roswell Park
G7,Roswell Park
G8,Roswell Park
G9,Roswell Park
GC,International Genomics Consortium
GD,ABS - IUPUI
GE,ABS - IUPUI
GF,ABS - IUPUI
GG,ABS - IUPUI
GH,ABS - IUPUI
GI,ABS - IUPUI
GJ,ABS - IUPUI
GK,ABS - IUPUI
GL,ABS - IUPUI
GM,MD Anderson
GN,Roswell
GP,MD Anderson
GR,University of Nebraska Medical Center (UNMC)
GS,Fundacio Clinic per a la Recerca Biomedica
GU,BLN - UT Southwestern Medical Center at Dallas
GV,BLN - Cleveland Clinic
GZ,BC Cancer Agency
H1,Medical College of Georgia
H2,Christiana Healthcare
H3,ABS - IUPUI
H4,Medical College of Georgia
H5,Medical College of Georgia
H6,Christiana Healthcare
H7,ABS - IUPUI
H8,ABS - IUPUI
H9,ABS - IUPUI
HA,Alberta Health Services
HB,University of North Carolina
HC,International Genomics Consortium
HD,International Genomics Consortium
HE,Ontario Institute for Cancer Research (OICR)
HF,Ontario Institute for Cancer Research (OICR)
HG,Roswell Park
HH,Fox Chase
HI,Fox Chase
HJ,Fox Chase
HK,Fox Chase
HL,Fox Chase
HM,Christiana Healthcare
HN,Ontario Institute for Cancer Research (OICR)
HP,Ontario Institute for Cancer Research (OICR)
HQ,Ontario Institute for Cancer Research (OICR)
HR,Ontario Institute for Cancer Research (OICR)
HS,Ontario Institute for Cancer Research (OICR)
HT,Case Western - St Joes
HU,National Cancer Center Korea
HV,National Cancer Center Korea
HW,MSKCC
HZ,International Genomics Consortium
IA,Cleveland Clinic
IB,Alberta Health Services
IC,University of Pittsburgh
IE,ABS - IUPUI
IF,University of Texas MD Anderson Cancer Center
IG,Asterand
IH,University of Miami
IJ,Christiana Healthcare
IK,Christiana Healthcare
IM,University of Miami
IN,University of Pittsburgh
IP,ABS - IUPUI
IQ,University of Miami
IR,Memorial Sloan Kettering
IS,Memorial Sloan Kettering
IW,Cedars Sinai
IZ,ABS - Lahey Clinic
J1,ABS - Lahey Clinic
J2,ABS - Lahey Clinic
J4,ABS - Lahey Clinic
J7,ILSBio
J8,Mayo Clinic
J9,Melbourne Health
JA,ABS - Research Metrics Pakistan
JL,ABS - Research Metrics Pakistan
JU,BLN - Baylor
JV,BLN - Baylor
JW,BLN - Baylor
JX,Washington University
JY,University Health Network
JZ,University of Rochester
K1,University of Pittsburgh
K4,ABS - Lahey Clinic
K6,ABS - Lahey Clinic
K7,ABS - Lahey Clinic
K8,ABS - Lahey Clinic
KA,ABS - Lahey Clinic
KB,University Health Network, Toronto
KC,Cornell Medical College
KD,Mount Sinai School of Medicine
KE,Mount Sinai School of Medicine
KF,Christiana Healthcare
KG,Baylor Network
KH,Memorial Sloan Kettering
KJ,University of Miami
KK,MD Anderson Cancer Center
KL,MSKCC
KM,NCI Urologic Oncology Branch
KN,Harvard
KO,MD Anderson Cancer Center
KP,British Columbia Cancer Agency
KQ,Cornell Medical College
KR,University Of Michigan
KS,University Of Michigan
KT,Hartford
KU,Hartford
KV,Hartford
KZ,Hartford
L1,Hartford
L3,Gundersen Lutheran Health System
L4,Gundersen Lutheran Health System
L5,University of Michigan
L6,National Institutes of Health
L7,Christiana Care
L8,University of Miami
L9,Candler
LA,Candler
LB,Candler
LC,Hartford Hospital
LD,Hartford Hospital
LG,Hartford Hospital
LH,Hartford Hospital
LI,Hartford Hospital
LK,University of Pittsburgh
LL,Candler
LN,ILSBIO
LP,ILSBIO
LQ,Gundersen Lutheran Health System
LS,Gundersen Lutheran Health System
LT,Gundersen Lutheran Health System
M7,University of North Carolina
M8,Ontario Institute for Cancer Research (OICR)
M9,Ontario Institute for Cancer Research (OICR)
MA,MD Anderson Cancer Center
MB,University of Minnesota
ME,University of Minnesota
MF,University of Minnesota
MG,BLN - Baylor
MH,BLN - Baylor
MI,BLN - Baylor
MJ,BLN - Baylor
MK,BLN - Baylor
ML,BLN - Baylor
MM,BLN - Baylor
MN,BLN - Baylor
MO,ILSBio
MP,Washington University - Mayo Clinic
MQ,Washington University - NYU
MR,University of Minnesota
MS,University of Minnesota
MT,University of Minnesota
MU,University of Minnesota
MV,University of Minnesota
MW,University of Miami
MX,MSKCC
MY,Montefiore Medical Center
MZ,Montefiore Medical Center
N1,Montefiore Medical Center
N5,MSKCC
N6,University of Pittsburgh
N7,Washington University
N8,University of North Carolina
N9,MD Anderson
NA,Duke University
NB,Washington University - CHUV
NC,Washington University - CHUV
ND,Cedars Sinai
NF,Mayo Clinic - Rochester
NG,Roswell Park
NH,Candler
NI,Roswell Park
NJ,Washington University - Rush University
NK,Washington University - Rush University
NM,Cambridge BioSource
NP,International Genomics Consortium
NQ,International Genomics Consortium
NS,Gundersen Lutheran Health System
O1,Washington University - CALGB
O2,Washington University - CALGB
O8,Saint Mary's Health Care
O9,Saint Mary's Health Care
OC,Saint Mary's Health Care
OD,Saint Mary's Health Care
